Entry	Entry Name	Protein names	Gene Names	Organism	Organism (ID)	Length	Reviewed	Annotation	AlphaFoldDB	Taxonomic lineage	subphylum	class	order	family	genus	domain	group	anchor
A0A7D9I1Q7	A0A7D9I1Q7_PARCT	ATP-dependent DNA helicase (EC 5.6.2.4)	PACLA_8A001313	Paramuricea clavata (Red gorgonian) (Violescent sea-whip)	317549	752	unreviewed	3.0	A0A7D9I1Q7;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Cnidaria (phylum), Anthozoa (class), Octocorallia (subclass), Malacalcyonacea (order), Plexauridae (family), Paramuricea (genus)		Anthozoa	Malacalcyonacea	Plexauridae	Paramuricea	euk	euk	
A0A7L0YY75	A0A7L0YY75_9PASE	ATP-dependent DNA helicase Q5 (EC 5.6.2.4) (DNA 3'-5' helicase RecQ5) (DNA helicase, RecQ-like type 5) (RecQ protein-like 5)	Recql5 PLONIG_R04683	Ploceus nigricollis	441696	1003	unreviewed	4.0	A0A7L0YY75;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Sauropsida (clade), Sauria (clade), Archelosauria (clade), Archosauria (clade), Dinosauria (clade), Saurischia (clade), Theropoda (clade), Coelurosauria (clade), Aves (class), Neognathae (infraclass), Neoaves (clade), Telluraves (clade), Australaves (clade), Passeriformes (order), Passeroidea (superfamily), Ploceidae (family), Ploceinae (subfamily), Ploceus (genus)	Craniata	Aves	Passeriformes	Ploceidae	Ploceus	euk	euk	
A0ABR4C4Q0	A0ABR4C4Q0_9HELO	DNA 3'-5' helicase (EC 5.6.2.4)	VTL71DRAFT_4048	Oculimacula yallundae	86028	1777	unreviewed	3.0		cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), sordariomyceta (clade), Leotiomycetes (class), Helotiales (order), Ploettnerulaceae (family), Oculimacula (genus)	Pezizomycotina	Leotiomycetes	Helotiales	Ploettnerulaceae	Oculimacula	euk	euk	
A0ACD3AY42	A0ACD3AY42_9AGAR	ATP-dependent DNA helicase (EC 5.6.2.4)	BDN72DRAFT_877649	Pluteus cervinus	181527	835	unreviewed	2.0		cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetidae (subclass), Agaricales (order), Pluteineae (suborder), Pluteaceae (family), Pluteus (genus)	Agaricomycotina	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	euk	euk	
A0A8S4G4R1	A0A8S4G4R1_PLUXY	DNA 3'-5' helicase (EC 5.6.2.4)	PLXY2_LOCUS13497	Plutella xylostella (Diamondback moth) (Plutella maculipennis)	51655	1251	unreviewed	3.0	A0A8S4G4R1;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Ecdysozoa (clade), Panarthropoda (clade), Arthropoda (phylum), Mandibulata (clade), Pancrustacea (clade), Hexapoda (subphylum), Insecta (class), Dicondylia (clade), Pterygota (subclass), Neoptera (infraclass), Endopterygota (cohort), Amphiesmenoptera (superorder), Lepidoptera (order), Glossata (suborder), Neolepidoptera (infraorder), Heteroneura (parvorder), Ditrysia (clade), Yponomeutoidea (superfamily), Plutellidae (family), Plutella (genus)	Hexapoda	Insecta	Lepidoptera	Plutellidae	Plutella	euk	euk	
M7NLA0	M7NLA0_PNEMU	DNA 3'-5' helicase (EC 5.6.2.4)	PNEG_02385	Pneumocystis murina (strain B123) (Mouse pneumocystis pneumonia agent) (Pneumocystis carinii f. sp. muris)	1069680	1212	unreviewed	3.0	M7NLA0;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), Taphrinomycotina (subphylum), Pneumocystomycetes (class), Pneumocystales (order), Pneumocystaceae (family), Pneumocystis (genus), Pneumocystis murina (species)	Taphrinomycotina	Pneumocystomycetes	Pneumocystales	Pneumocystaceae	Pneumocystis	euk	euk	
A0A2T7F1P4	A0A2T7F1P4_9POAL	DNA 3'-5' helicase (EC 5.6.2.4)	GQ55_1G030900	Panicum hallii var. hallii	1504633	1221	unreviewed	3.0	A0A2T7F1P4;	cellular organisms (no rank), Eukaryota (domain), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), Liliopsida (clade), Petrosaviidae (subclass), commelinids (clade), Poales (order), Poaceae (family), PACMAD clade (clade), Panicoideae (subfamily), Panicodae (no rank), Paniceae (tribe), Panicinae (subtribe), Panicum (genus), Panicum sect. Panicum (section), Panicum hallii (species)	Streptophytina	Magnoliopsida	Poales	Poaceae	Panicum	euk	euk	
A0AAU9XYP4	A0AAU9XYP4_9CNID	ATP-dependent DNA helicase Q5 (EC 5.6.2.4) (DNA 3'-5' helicase RecQ5) (DNA helicase, RecQ-like type 5) (RecQ protein-like 5)	PMEA_00032413	Pocillopora meandrina	46732	1027	unreviewed	4.0	A0AAU9XYP4;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Cnidaria (phylum), Anthozoa (class), Hexacorallia (subclass), Scleractinia (order), Astrocoeniina (suborder), Pocilloporidae (family), Pocillopora (genus)		Anthozoa	Scleractinia	Pocilloporidae	Pocillopora	euk	euk	
A0A7L4GZU0	A0A7L4GZU0_PODST	ATP-dependent DNA helicase Q5 (EC 5.6.2.4) (DNA 3'-5' helicase RecQ5) (DNA helicase, RecQ-like type 5) (RecQ protein-like 5)	Recql5 PODSTR_R08766	Podargus strigoides (Tawny frogmouth) (Caprimulgus strigoides)	8905	1009	unreviewed	4.0	A0A7L4GZU0;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Sauropsida (clade), Sauria (clade), Archelosauria (clade), Archosauria (clade), Dinosauria (clade), Saurischia (clade), Theropoda (clade), Coelurosauria (clade), Aves (class), Neognathae (infraclass), Neoaves (clade), Strisores (clade), Caprimulgiformes (order), Podargidae (family), Podargus (genus)	Craniata	Aves	Caprimulgiformes	Podargidae	Podargus	euk	euk	
A0A7L0SFY9	A0A7L0SFY9_PODPO	ATP-dependent DNA helicase Q5 (EC 5.6.2.4) (DNA 3'-5' helicase RecQ5) (DNA helicase, RecQ-like type 5) (RecQ protein-like 5)	Recql5 PODPOD_R02946	Podilymbus podiceps (Pied-billed grebe)	9252	1005	unreviewed	4.0	A0A7L0SFY9;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Sauropsida (clade), Sauria (clade), Archelosauria (clade), Archosauria (clade), Dinosauria (clade), Saurischia (clade), Theropoda (clade), Coelurosauria (clade), Aves (class), Neognathae (infraclass), Neoaves (clade), Mirandornithes (clade), Podicipediformes (order), Podicipedidae (family), Podilymbus (genus)	Craniata	Aves	Podicipediformes	Podicipedidae	Podilymbus	euk	euk	
A0AAV9GM06	A0AAV9GM06_9PEZI	ATP-dependent DNA helicase (EC 5.6.2.4)	QBC34DRAFT_329505	Podospora aff. communis PSN243	3040156	882	unreviewed	3.0	A0AAV9GM06;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), saccharomyceta (clade), Pezizomycotina (subphylum), leotiomyceta (clade), sordariomyceta (clade), Sordariomycetes (class), Sordariomycetidae (subclass), Sordariales (order), Podosporaceae (family), Podospora (genus)	Pezizomycotina	Sordariomycetes	Sordariales	Podosporaceae	Podospora	euk	euk	
A0A3P9PNE5	A0A3P9PNE5_POERE	ATP-dependent DNA helicase Q5 (EC 5.6.2.4) (DNA 3'-5' helicase RecQ5) (DNA helicase, RecQ-like type 5) (RecQ protein-like 5)		Poecilia reticulata (Guppy) (Acanthophacelus reticulatus)	8081	1020	unreviewed	4.0	A0A3P9PNE5;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Actinopterygii (superclass), Actinopteri (class), Neopterygii (subclass), Teleostei (infraclass), Osteoglossocephalai (clade), Clupeocephala (clade), Euteleosteomorpha (cohort), Neoteleostei (clade), Eurypterygia (clade), Ctenosquamata (clade), Acanthomorphata (clade), Euacanthomorphacea (clade), Percomorphaceae (clade), Ovalentaria (clade), Atherinomorphae (superorder), Cyprinodontiformes (order), Cyprinodontoidei (suborder), Poeciliidae (family), Poeciliinae (subfamily), Poecilia (genus)	Craniata	Actinopteri	Cyprinodontiformes	Poeciliidae	Poecilia	euk	euk	
A0ABS2YJU5	A0ABS2YJU5_POLSP	ATP-dependent DNA helicase (EC 5.6.2.4)	Recql5 GTO93_0013883	Polyodon spathula (North American paddlefish) (Squalus spathula)	7913	896	unreviewed	3.0		cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Actinopterygii (superclass), Actinopteri (class), Chondrostei (subclass), Acipenseriformes (order), Acipenseroidei (suborder), Polyodontidae (family), Polyodontinae (subfamily), Polyodontini (tribe), Polyodon (genus)	Craniata	Actinopteri	Acipenseriformes	Polyodontidae	Polyodon	euk	euk	
A0A1M2W362	A0A1M2W362_TRAPU	DNA 3'-5' helicase (EC 5.6.2.4)	TRAPUB_9313	Trametes pubescens (White-rot fungus)	154538	1191	unreviewed	3.0	A0A1M2W362;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Basidiomycota (phylum), Agaricomycotina (subphylum), Agaricomycetes (class), Agaricomycetes incertae sedis (no rank), Polyporales (order), Polyporaceae (family), Trametes (genus)	Agaricomycotina	Agaricomycetes	Polyporales	Polyporaceae	Trametes	euk	euk	
A0A8C4X7M3	A0A8C4X7M3_ERPCA	DNA 3'-5' helicase (EC 5.6.2.4)	WRN	Erpetoichthys calabaricus (Rope fish) (Calamoichthys calabaricus)	27687	1225	unreviewed	3.0	A0A8C4X7M3;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Actinopterygii (superclass), Cladistia (class), Polypteriformes (order), Polypteridae (family), Erpetoichthys (genus)	Craniata	Cladistia	Polypteriformes	Polypteridae	Erpetoichthys	euk	euk	
A0A448WVR2	A0A448WVR2_9PLAT	DNA 3'-5' helicase (EC 5.6.2.4)	PXEA_LOCUS14784	Protopolystoma xenopodis	117903	314	unreviewed	2.0	A0A448WVR2;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Spiralia (clade), Lophotrochozoa (clade), Platyhelminthes (phylum), Monogenea (class), Polyopisthocotylea (subclass), Polystomatidea (order), Polystomatidae (family), Protopolystoma (genus)		Monogenea	Polystomatidea	Polystomatidae	Protopolystoma	euk	euk	
A0A3Q1BL47	A0A3Q1BL47_AMPOC	ATP-dependent DNA helicase Q5 (EC 5.6.2.4) (DNA 3'-5' helicase RecQ5) (DNA helicase, RecQ-like type 5) (RecQ protein-like 5)	RECQL5	Amphiprion ocellaris (Clown anemonefish)	80972	1005	unreviewed	4.0	A0A3Q1BL47;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Actinopterygii (superclass), Actinopteri (class), Neopterygii (subclass), Teleostei (infraclass), Osteoglossocephalai (clade), Clupeocephala (clade), Euteleosteomorpha (cohort), Neoteleostei (clade), Eurypterygia (clade), Ctenosquamata (clade), Acanthomorphata (clade), Euacanthomorphacea (clade), Percomorphaceae (clade), Ovalentaria (clade), Ovalentaria incertae sedis (no rank), Pomacentridae (family), Amphiprion (genus)	Craniata	Actinopteri		Pomacentridae	Amphiprion	euk	euk	
A0ABX0RZ85	A0ABX0RZ85_PONBL	DNA 3'-5' helicase (EC 5.6.2.4) (DNA 3'-5' helicase Q1)	BU61_795	Pontoporia blainvillei (Franciscana) (Delphinus blainvillei)	48723	321	unreviewed	2.0		cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Mammalia (class), Theria (clade), Eutheria (clade), Boreoeutheria (clade), Laurasiatheria (superorder), Artiodactyla (order), Whippomorpha (suborder), Cetacea (infraorder), Odontoceti (parvorder), Pontoporiidae (family), Pontoporia (genus)	Craniata	Mammalia	Artiodactyla	Pontoporiidae	Pontoporia	euk	euk	
A0AAE1FSN1	A0AAE1FSN1_PETCI	ATP-dependent DNA helicase Q5 (EC 5.6.2.4) (DNA 3'-5' helicase RecQ5) (DNA helicase, RecQ-like type 5) (RecQ protein-like 5)	Pcinc_016526	Petrolisthes cinctipes (Flat porcelain crab)	88211	1701	unreviewed	4.0		cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Ecdysozoa (clade), Panarthropoda (clade), Arthropoda (phylum), Mandibulata (clade), Pancrustacea (clade), Crustacea (subphylum), Multicrustacea (superclass), Malacostraca (class), Eumalacostraca (subclass), Eucarida (superorder), Decapoda (order), Pleocyemata (suborder), Anomura (infraorder), Galatheoidea (superfamily), Porcellanidae (family), Petrolisthes (genus)	Crustacea	Malacostraca	Decapoda	Porcellanidae	Petrolisthes	euk	euk	
A0ABN8NXI2	A0ABN8NXI2_9CNID	DNA 3'-5' helicase (EC 5.6.2.4)	PLOB_00028384	Porites lobata	104759	1450	unreviewed	3.0		cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Cnidaria (phylum), Anthozoa (class), Hexacorallia (subclass), Scleractinia (order), Fungiina (suborder), Poritidae (family), Porites (genus)		Anthozoa	Scleractinia	Poritidae	Porites	euk	euk	
A0A5J4Z112	A0A5J4Z112_PORPP	DNA 3'-5' helicase (EC 5.6.2.4)	FVE85_0272	Porphyridium purpureum (Red alga) (Porphyridium cruentum)	35688	1222	unreviewed	3.0	A0A5J4Z112;	cellular organisms (no rank), Eukaryota (domain), Rhodophyta (phylum), Bangiophyceae (class), Porphyridiales (order), Porphyridiaceae (family), Porphyridium (genus)		Bangiophyceae	Porphyridiales	Porphyridiaceae	Porphyridium	euk	euk	
A0AAW0TVT4	A0AAW0TVT4_SCYPA	ATP-dependent DNA helicase Q5 (EC 5.6.2.4) (DNA 3'-5' helicase RecQ5) (DNA helicase, RecQ-like type 5) (RecQ protein-like 5)	O3P69_017276	Scylla paramamosain (Mud crab)	85552	1368	unreviewed	4.0		cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Ecdysozoa (clade), Panarthropoda (clade), Arthropoda (phylum), Mandibulata (clade), Pancrustacea (clade), Crustacea (subphylum), Multicrustacea (superclass), Malacostraca (class), Eumalacostraca (subclass), Eucarida (superorder), Decapoda (order), Pleocyemata (suborder), Brachyura (infraorder), Eubrachyura (no rank), Heterotremata (no rank), Portunoidea (superfamily), Portunidae (family), Portuninae (subfamily), Scylla (genus)	Crustacea	Malacostraca	Decapoda	Portunidae	Scylla	euk	euk	
A0A507DSX7	A0A507DSX7_9FUNG	DNA 3'-5' helicase (EC 5.6.2.4)	PhCBS80983_g05960	Powellomyces hirtus	109895	1100	unreviewed	3.0	A0A507DSX7;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Fungi incertae sedis (no rank), Chytridiomycota (phylum), Chytridiomycota incertae sedis (no rank), Chytridiomycetes (class), Spizellomycetales (order), Powellomycetaceae (family), Powellomyces (genus)		Chytridiomycetes	Spizellomycetales	Powellomycetaceae	Powellomyces	euk	euk	
A0ABM1EL83	A0ABM1EL83_PRICU	DNA 3'-5' helicase (EC 5.6.2.4)	LOC106813341	Priapulus caudatus (Priapulid worm)	37621	1619	unreviewed	3.0		cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Protostomia (clade), Ecdysozoa (clade), Scalidophora (superphylum), Priapulida (phylum), Priapulimorpha (class), Priapulimorphida (order), Priapulidae (family), Priapulus (genus)		Priapulimorpha	Priapulimorphida	Priapulidae	Priapulus	euk	euk	
A0A7L3Y379	A0A7L3Y379_9AVES	ATP-dependent DNA helicase Q5 (EC 5.6.2.4) (DNA 3'-5' helicase RecQ5) (DNA helicase, RecQ-like type 5) (RecQ protein-like 5)	Recql5 CALBOR_R02388	Calonectris borealis (Cory's shearwater)	1323832	1007	unreviewed	4.0	A0A7L3Y379;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Sauropsida (clade), Sauria (clade), Archelosauria (clade), Archosauria (clade), Dinosauria (clade), Saurischia (clade), Theropoda (clade), Coelurosauria (clade), Aves (class), Neognathae (infraclass), Neoaves (clade), Aequornithes (clade), Procellariiformes (order), Procellariidae (family), Calonectris (genus)	Craniata	Aves	Procellariiformes	Procellariidae	Calonectris	euk	euk	
A0ABN9XYE8	A0ABN9XYE8_9DINO	ATP-dependent DNA helicase (EC 5.6.2.4)	PCOR1329_LOCUS80954	Prorocentrum cordatum	2364126	983	unreviewed	3.0		cellular organisms (no rank), Eukaryota (domain), Sar (clade), Alveolata (clade), Dinophyceae (class), Prorocentrales (order), Prorocentraceae (family), Prorocentrum (genus)		Dinophyceae	Prorocentrales	Prorocentraceae	Prorocentrum	euk	euk	
A0A9Q0K4D9	A0A9Q0K4D9_9MAGN	DNA 3'-5' helicase (EC 5.6.2.4)	NE237_020933	Protea cynaroides	273540	960	unreviewed	3.0	A0A9Q0K4D9;	cellular organisms (no rank), Eukaryota (domain), Viridiplantae (kingdom), Streptophyta (phylum), Streptophytina (subphylum), Embryophyta (clade), Tracheophyta (clade), Euphyllophyta (clade), Spermatophyta (clade), Magnoliopsida (class), Mesangiospermae (clade), Proteales (order), Proteaceae (family), Protea (genus)	Streptophytina	Magnoliopsida	Proteales	Proteaceae	Protea	euk	euk	
A0A1Y2F0I3	A0A1Y2F0I3_PROLT	DNA 3'-5' helicase (EC 5.6.2.4)	BCR37DRAFT_371254	Protomyces lactucae-debilis	2754530	1406	unreviewed	3.0		cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Fungi (kingdom), Dikarya (subkingdom), Ascomycota (phylum), Taphrinomycotina (subphylum), Taphrinomycetes (class), Taphrinales (order), Protomycetaceae (family), Protomyces (genus)	Taphrinomycotina	Taphrinomycetes	Taphrinales	Protomycetaceae	Protomyces	euk	euk	
A0A7K5QNX6	A0A7K5QNX6_9PASE	ATP-dependent DNA helicase Q5 (EC 5.6.2.4) (DNA 3'-5' helicase RecQ5) (DNA helicase, RecQ-like type 5) (RecQ protein-like 5)	Recql5 PRUHIM_R11808	Prunella himalayana	670356	1003	unreviewed	4.0	A0A7K5QNX6;	cellular organisms (no rank), Eukaryota (domain), Opisthokonta (clade), Metazoa (kingdom), Eumetazoa (clade), Bilateria (clade), Deuterostomia (clade), Chordata (phylum), Craniata (subphylum), Vertebrata (clade), Gnathostomata (clade), Teleostomi (clade), Euteleostomi (clade), Sarcopterygii (superclass), Dipnotetrapodomorpha (clade), Tetrapoda (clade), Amniota (clade), Sauropsida (clade), Sauria (clade), Archelosauria (clade), Archosauria (clade), Dinosauria (clade), Saurischia (clade), Theropoda (clade), Coelurosauria (clade), Aves (class), Neognathae (infraclass), Neoaves (clade), Telluraves (clade), Australaves (clade), Passeriformes (order), Passeroidea (superfamily), Prunellidae (family), Prunella (genus)	Craniata	Aves	Passeriformes	Prunellidae	Prunella	euk	euk	
