accession,gene,organism,taxid,subphylum,class,order,family,genus,length,reviewed,structure_source,afdb_version,mean_plddt,is_reference_proteome,structure_path,paralog_label
A0ABP1E5U3,PIF1,Somion occarium,3059160,Agaricomycotina,Agaricomycetes,Polyporales,Cerrenaceae,Somion,596,unreviewed,MISSING_predict_with_AF3,,,,,
A0ABR3BXI1,PIF1,Cryptococcus tetragattii IND107,1296105,Agaricomycotina,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus,669,unreviewed,MISSING_predict_with_AF3,,,,,
A0ABR5C231,PIF1,Cryptococcus gattii EJB2,1296103,Agaricomycotina,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus,669,unreviewed,MISSING_predict_with_AF3,,,,,
A0ABY7D8X9,PIF1,Puccinia triticina,208348,Pucciniomycotina,Pucciniomycetes,Pucciniales,Pucciniaceae,Puccinia,703,unreviewed,MISSING_predict_with_AF3,,,,,
A8N8Y7,PIF1,Coprinopsis cinerea (strain Okayama-7 / 130 / ATCC MYA-4618 / FGSC 9003) (Inky cap fungus) (Hormographiella aspergillata),240176,Agaricomycotina,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,622,unreviewed,AFDB,6,72.12,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A8N8Y7-F1-model_v6.cif,
D6RJX6,PIF1,Coprinopsis cinerea (strain Okayama-7 / 130 / ATCC MYA-4618 / FGSC 9003) (Inky cap fungus) (Hormographiella aspergillata),240176,Agaricomycotina,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinopsis,617,unreviewed,AFDB,6,76.88,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-D6RJX6-F1-model_v6.cif,
E6RE98,PIF1,Cryptococcus gattii serotype B (strain WM276 / ATCC MYA-4071) (Filobasidiella gattii) (Cryptococcus bacillisporus),367775,Agaricomycotina,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus,691,unreviewed,AFDB,6,74.62,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-E6RE98-F1-model_v6.cif,
G4TC19,PIF1,Serendipita indica (strain DSM 11827) (Root endophyte fungus) (Piriformospora indica),1109443,Agaricomycotina,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,560,unreviewed,AFDB,6,78.19,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-G4TC19-F1-model_v6.cif,
G4TCR9,PIF1,Serendipita indica (strain DSM 11827) (Root endophyte fungus) (Piriformospora indica),1109443,Agaricomycotina,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,639,unreviewed,AFDB,6,72.12,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-G4TCR9-F1-model_v6.cif,
G7DW85,Mo01426,Mixia osmundae (strain CBS 9802 / IAM 14324 / JCM 22182 / KY 12970),764103,Pucciniomycotina,Mixiomycetes,Mixiales,Mixiaceae,Mixia,705,unreviewed,AFDB,6,65.31,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-G7DW85-F1-model_v6.cif,
J4G0H3,PIF1,Fibroporia radiculosa,599839,Agaricomycotina,Agaricomycetes,Polyporales,Fibroporiaceae,Fibroporia,600,unreviewed,AFDB,6,73.06,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-J4G0H3-F1-model_v6.cif,
R7RYN2,PIF1,Stereum hirsutum (strain FP-91666) (White-rot fungus),721885,Agaricomycotina,Agaricomycetes,Russulales,Stereaceae,Stereum,623,unreviewed,AFDB,6,71.25,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-R7RYN2-F1-model_v6.cif,
R9AGB8,PIF1,Wallemia ichthyophaga (strain EXF-994 / CBS 113033),1299270,Wallemiomycotina,Wallemiomycetes,Wallemiales,Wallemiaceae,Wallemia,614,unreviewed,AFDB,6,72.5,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-R9AGB8-F1-model_v6.cif,
U5H9L9,PIF1,Microbotryum lychnidis-dioicae (strain p1A1 Lamole / MvSl-1064) (Anther smut fungus),683840,Pucciniomycotina,Microbotryomycetes,Microbotryales,Microbotryaceae,Microbotryum,711,unreviewed,AFDB,6,61.38,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-U5H9L9-F1-model_v6.cif,
A0A0F7RVL5,SSCI14450.1,Sporisorium scitamineum,49012,Ustilaginomycotina,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Sporisorium,733,unreviewed,AFDB,6,65.5,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A0F7RVL5-F1-model_v6.cif,
A0A0L0V172,PIF1,Puccinia striiformis f. sp. tritici PST-78,1165861,Pucciniomycotina,Pucciniomycetes,Pucciniales,Pucciniaceae,Puccinia,640,unreviewed,AFDB,6,70.88,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A0L0V172-F1-model_v6.cif,
A0A177TH00,PIF1,Tilletia indica,43049,Ustilaginomycotina,Exobasidiomycetes,Tilletiales,Tilletiaceae,Tilletia,646,unreviewed,AFDB,6,69.0,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A177TH00-F1-model_v6.cif,
A0A1A5ZVX6,PIF1,Kwoniella dejecticola CBS 10117,1296121,Agaricomycotina,Tremellomycetes,Tremellales,Cryptococcaceae,Kwoniella,700,unreviewed,AFDB,6,69.75,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A1A5ZVX6-F1-model_v6.cif,
A0A1B9GQY0,PIF1,Kwoniella heveanensis BCC8398,1296120,Agaricomycotina,Tremellomycetes,Tremellales,Cryptococcaceae,Kwoniella,645,unreviewed,AFDB,6,77.44,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A1B9GQY0-F1-model_v6.cif,
A0A1B9GYC6,PIF1,Kwoniella heveanensis BCC8398,1296120,Agaricomycotina,Tremellomycetes,Tremellales,Cryptococcaceae,Kwoniella,708,unreviewed,AFDB,6,69.81,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A1B9GYC6-F1-model_v6.cif,
A0A1B9IG44,PIF1,Kwoniella mangroviensis CBS 10435,1331196,Agaricomycotina,Tremellomycetes,Tremellales,Cryptococcaceae,Kwoniella,717,unreviewed,AFDB,6,69.25,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A1B9IG44-F1-model_v6.cif,
A0A1J8Q9H0,PIF1,Rhizopogon vesiculosus,180088,Agaricomycotina,Agaricomycetes,Boletales,Rhizopogonaceae,Rhizopogon,612,unreviewed,AFDB,6,75.88,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A1J8Q9H0-F1-model_v6.cif,
A0A284RQ68,PIF1,Armillaria ostoyae (Armillaria root rot fungus),47428,Agaricomycotina,Agaricomycetes,Agaricales,Physalacriaceae,Armillaria,625,unreviewed,AFDB,6,69.81,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A284RQ68-F1-model_v6.cif,
A0A286UKZ0,PIF1,Pyrrhoderma noxium,2282107,Agaricomycotina,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Pyrrhoderma,625,unreviewed,AFDB,6,71.62,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A286UKZ0-F1-model_v6.cif,
A0A2S4URQ4,PIF1,Puccinia striiformis,27350,Pucciniomycotina,Pucciniomycetes,Pucciniales,Pucciniaceae,Puccinia,646,unreviewed,AFDB,6,70.69,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A2S4URQ4-F1-model_v6.cif,
A0A369K4X4,pif1_1,Hypsizygus marmoreus (White beech mushroom) (Agaricus marmoreus),39966,Agaricomycotina,Agaricomycetes,Agaricales,Lyophyllaceae,Hypsizygus,591,unreviewed,AFDB,6,80.56,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A369K4X4-F1-model_v6.cif,
A0A369KAK7,pif1_2,Hypsizygus marmoreus (White beech mushroom) (Agaricus marmoreus),39966,Agaricomycotina,Agaricomycetes,Agaricales,Lyophyllaceae,Hypsizygus,674,unreviewed,AFDB,6,71.38,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A369KAK7-F1-model_v6.cif,
A0A4Q2DRZ9,PIF1,Candolleomyces aberdarensis,2316362,Agaricomycotina,Agaricomycetes,Agaricales,Psathyrellaceae,Candolleomyces,1013,unreviewed,AFDB,6,63.0,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A4Q2DRZ9-F1-model_v6.cif,
A0A4U7KPQ9,PIF1,Sporisorium graminicola,280036,Ustilaginomycotina,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Sporisorium,724,unreviewed,AFDB,6,66.06,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A4U7KPQ9-F1-model_v6.cif,
A0A4V3XJE3,PIF1,Antrodiella citrinella,2447956,Agaricomycotina,Agaricomycetes,Polyporales,Steccherinaceae,Antrodiella,589,unreviewed,AFDB,6,74.5,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A4V3XJE3-F1-model_v6.cif,
A0A5D3AUK3,PIF1,Cryptococcus floricola,2591691,Agaricomycotina,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus,655,unreviewed,AFDB,6,71.88,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A5D3AUK3-F1-model_v6.cif,
A0A8H4VJS1,PIF1,Agrocybe pediades,84607,Agaricomycotina,Agaricomycetes,Agaricales,Strophariaceae,Agrocybe,632,unreviewed,AFDB,6,72.25,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A8H4VJS1-F1-model_v6.cif,
A0A8H5B4L3,PIF1,Psilocybe cf. subviscida,2480587,Agaricomycotina,Agaricomycetes,Agaricales,Strophariaceae,Psilocybe,671,unreviewed,AFDB,6,70.25,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A8H5B4L3-F1-model_v6.cif,
A0A8H5GCJ7,PIF1,Leucocoprinus leucothites,201217,Agaricomycotina,Agaricomycetes,Agaricales,Agaricaceae,Leucocoprinus,620,unreviewed,AFDB,6,66.31,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A8H5GCJ7-F1-model_v6.cif,
A0A8H6T2J5,PIF1,Mycena chlorophos (Agaric fungus) (Agaricus chlorophos),658473,Agaricomycotina,Agaricomycetes,Agaricales,Mycenaceae,Mycena,622,unreviewed,AFDB,6,72.69,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A8H6T2J5-F1-model_v6.cif,
A0A8H6WB99,PIF1,Mycena indigotica,2126181,Agaricomycotina,Agaricomycetes,Agaricales,Mycenaceae,Mycena,610,unreviewed,AFDB,6,72.19,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A8H6WB99-F1-model_v6.cif,
A0A9P3G3Y6,PIF1,Phanerochaete sordida,48140,Agaricomycotina,Agaricomycetes,Polyporales,Phanerochaetaceae,Phanerochaete,691,unreviewed,AFDB,6,72.38,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A9P3G3Y6-F1-model_v6.cif,
A0A9Q5HZ83,PIF1,Sanghuangporus baumii (Phellinus baumii),108892,Agaricomycotina,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Sanghuangporus,602,unreviewed,AFDB,6,73.5,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A9Q5HZ83-F1-model_v6.cif,
A0AAD2HQZ9,PIF1,Mycena citricolor,2018698,Agaricomycotina,Agaricomycetes,Agaricales,Mycenaceae,Mycena,552,unreviewed,AFDB,6,76.38,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0AAD2HQZ9-F1-model_v6.cif,
A0AAD5VEU9,PIF1,Meripilus lineatus,2056292,Agaricomycotina,Agaricomycetes,Polyporales,Meripilaceae,Meripilus,579,unreviewed,AFDB,6,75.12,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0AAD5VEU9-F1-model_v6.cif,
A0AAD7TYJ6,PIF1,Trametes cubensis,1111947,Agaricomycotina,Agaricomycetes,Polyporales,Polyporaceae,Trametes,610,unreviewed,AFDB,6,73.69,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0AAD7TYJ6-F1-model_v6.cif,
A0ABQ0L4N8,PIF1,Mycena chlorophos (Agaric fungus) (Agaricus chlorophos),658473,Agaricomycotina,Agaricomycetes,Agaricales,Mycenaceae,Mycena,1997,unreviewed,MISSING_predict_with_AF3,,,,,
A0ABQ0M0T4,PIF1,Mycena chlorophos (Agaric fungus) (Agaricus chlorophos),658473,Agaricomycotina,Agaricomycetes,Agaricales,Mycenaceae,Mycena,1775,unreviewed,MISSING_predict_with_AF3,,,,,
A0ABR5BG99,PIF1,Cryptococcus bacillisporus CA1873,1296111,Agaricomycotina,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus,669,unreviewed,MISSING_predict_with_AF3,,,,,
A0ABZ1DBQ0,PIF1,Kwoniella shivajii,564305,Agaricomycotina,Tremellomycetes,Tremellales,Cryptococcaceae,Kwoniella,704,unreviewed,MISSING_predict_with_AF3,,,,,
I2G1B8,PIF1,Ustilago hordei (Barley covered smut fungus),120017,Ustilaginomycotina,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago,717,unreviewed,AFDB,6,66.5,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-I2G1B8-F1-model_v6.cif,
V5GHH8,PIF1,Kalmanozyma brasiliensis (strain GHG001) (Yeast) (Pseudozyma brasiliensis),1365824,Ustilaginomycotina,Ustilaginomycetes,Ustilaginales,,Kalmanozyma,734,unreviewed,AFDB,6,64.25,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-V5GHH8-F1-model_v6.cif,
A0A060SCN9,PIF1,Pycnoporus cinnabarinus (Cinnabar-red polypore) (Trametes cinnabarina),5643,Agaricomycotina,Agaricomycetes,Polyporales,Polyporaceae,Trametes,533,unreviewed,AFDB,6,75.5,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A060SCN9-F1-model_v6.cif,
A0A067Q5M5,PIF1,Jaapia argillacea MUCL 33604,933084,Agaricomycotina,Agaricomycetes,Jaapiales,Jaapiaceae,Jaapia,644,unreviewed,AFDB,6,71.19,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A067Q5M5-F1-model_v6.cif,
A0A095CAP8,PIF1,Cryptococcus deuterogattii (strain R265) (Cryptococcus gattii VGII (strain R265)),294750,Agaricomycotina,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus,669,unreviewed,AFDB,6,72.25,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A095CAP8-F1-model_v6.cif,
A0A0D7BMU1,PIF1,Cylindrobasidium torrendii FP15055 ss-10,1314674,Agaricomycotina,Agaricomycetes,Agaricales,Physalacriaceae,Cylindrobasidium,587,unreviewed,AFDB,6,75.25,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A0D7BMU1-F1-model_v6.cif,
A0A0K6G747,PIF1,Rhizoctonia solani,456999,Agaricomycotina,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Rhizoctonia,838,unreviewed,AFDB,6,64.44,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A0K6G747-F1-model_v6.cif,
A0A177V7P0,PIF1,Tilletia caries (wheat bunt fungus),13290,Ustilaginomycotina,Exobasidiomycetes,Tilletiales,Tilletiaceae,Tilletia,656,unreviewed,AFDB,6,69.12,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A177V7P0-F1-model_v6.cif,
A0A180GTA2,PIF1,Puccinia triticina (isolate 1-1 / race 1 (BBBD)) (Brown leaf rust fungus),630390,Pucciniomycotina,Pucciniomycetes,Pucciniales,Pucciniaceae,Puccinia,703,unreviewed,AFDB,6,65.31,False,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A180GTA2-F1-model_v6.cif,
A0A1E3I3G1,PIF1,Cryptococcus amylolentus CBS 6039,1295533,Agaricomycotina,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus,656,unreviewed,AFDB,6,71.69,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A1E3I3G1-F1-model_v6.cif,
A0A1E3JFJ4,PIF1,Cryptococcus wingfieldii CBS 7118,1295528,Agaricomycotina,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus,658,unreviewed,AFDB,6,70.38,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A1E3JFJ4-F1-model_v6.cif,
A0A1M2VTG0,PIF1,Trametes pubescens (White-rot fungus),154538,Agaricomycotina,Agaricomycetes,Polyporales,Polyporaceae,Trametes,665,unreviewed,AFDB,6,68.5,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A1M2VTG0-F1-model_v6.cif,
A0A1M8AB69,PIF1,Malassezia sympodialis (strain ATCC 42132) (Atopic eczema-associated yeast),1230383,Ustilaginomycotina,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,586,unreviewed,AFDB,6,73.5,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A1M8AB69-F1-model_v6.cif,
A0A1Q3E1Z4,PIF1,Lentinula edodes (Shiitake mushroom) (Lentinus edodes),5353,Agaricomycotina,Agaricomycetes,Agaricales,Omphalotaceae,Lentinula,571,unreviewed,AFDB,6,75.25,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A1Q3E1Z4-F1-model_v6.cif,
A0A3G2S9J2,pif1,Malassezia restricta (strain ATCC 96810 / NBRC 103918 / CBS 7877) (Seborrheic dermatitis infection agent),425264,Ustilaginomycotina,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,597,unreviewed,AFDB,6,73.62,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A3G2S9J2-F1-model_v6.cif,
A0A401G8C9,PIF1,Sparassis crispa,139825,Agaricomycotina,Agaricomycetes,Polyporales,Sparassidaceae,Sparassis,682,unreviewed,AFDB,6,73.0,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A401G8C9-F1-model_v6.cif,
A0A401H636,PIF1,Sparassis crispa,139825,Agaricomycotina,Agaricomycetes,Polyporales,Sparassidaceae,Sparassis,575,unreviewed,AFDB,6,75.5,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A401H636-F1-model_v6.cif,
A0A409VCH1,PIF1,Gymnopilus dilepis,231916,Agaricomycotina,Agaricomycetes,Agaricales,Hymenogastraceae,Gymnopilus,507,unreviewed,AFDB,6,76.06,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A409VCH1-F1-model_v6.cif,
A0A409Y7J2,PIF1,Panaeolus cyanescens,181874,Agaricomycotina,Agaricomycetes,Agaricales,,Panaeolus,626,unreviewed,AFDB,6,69.94,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A409Y7J2-F1-model_v6.cif,
A0A4S4LHT0,PIF1,Phellinidium pouzarii,167371,Agaricomycotina,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Phellinidium,635,unreviewed,AFDB,6,70.94,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A4S4LHT0-F1-model_v6.cif,
A0A5B0N0I5,PIF1,Puccinia graminis f. sp. tritici,56615,Pucciniomycotina,Pucciniomycetes,Pucciniales,Pucciniaceae,Puccinia,719,unreviewed,AFDB,6,65.19,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A5B0N0I5-F1-model_v6.cif,
A0A5C3EV21,PIF1,Pseudozyma flocculosa,84751,Ustilaginomycotina,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Pseudozyma,718,unreviewed,AFDB,6,66.06,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A5C3EV21-F1-model_v6.cif,
A0A5C3EZA1,PIF1,Pseudozyma flocculosa,84751,Ustilaginomycotina,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Pseudozyma,673,unreviewed,AFDB,6,68.12,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A5C3EZA1-F1-model_v6.cif,
A0A5M6C8X0,PIF1,Kwoniella shandongensis,1734106,Agaricomycotina,Tremellomycetes,Tremellales,Cryptococcaceae,Kwoniella,639,unreviewed,AFDB,6,78.44,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A5M6C8X0-F1-model_v6.cif,
A0A8H5HQ47,PIF1,Collybiopsis confluens,2823264,Agaricomycotina,Agaricomycetes,Agaricales,Omphalotaceae,Collybiopsis,599,unreviewed,AFDB,6,72.38,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A8H5HQ47-F1-model_v6.cif,
A0A8H6WYH6,PIF1,Mycena venus,2733690,Agaricomycotina,Agaricomycetes,Agaricales,Mycenaceae,Mycena,597,unreviewed,AFDB,6,72.69,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A8H6WYH6-F1-model_v6.cif,
A0A8H6Z6T2,PIF1,Mycena sanguinolenta,230812,Agaricomycotina,Agaricomycetes,Agaricales,Mycenaceae,Mycena,597,unreviewed,AFDB,6,73.62,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A8H6Z6T2-F1-model_v6.cif,
A0A9P3US95,PIF1,Lyophyllum shimeji (Hon-shimeji) (Tricholoma shimeji),47721,Agaricomycotina,Agaricomycetes,Agaricales,Lyophyllaceae,Lyophyllum,613,unreviewed,AFDB,6,72.06,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A9P3US95-F1-model_v6.cif,
A0AAD2HTN7,PIF1,Mycena citricolor,2018698,Agaricomycotina,Agaricomycetes,Agaricales,Mycenaceae,Mycena,626,unreviewed,AFDB,6,72.75,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0AAD2HTN7-F1-model_v6.cif,
A0AAD5W3A8,PIF1,Leucocoprinus birnbaumii,56174,Agaricomycotina,Agaricomycetes,Agaricales,Agaricaceae,Leucocoprinus,629,unreviewed,AFDB,6,77.81,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0AAD5W3A8-F1-model_v6.cif,
A0AAD5YMS7,PIF1,Meripilus lineatus,2056292,Agaricomycotina,Agaricomycetes,Polyporales,Meripilaceae,Meripilus,660,unreviewed,AFDB,6,72.12,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0AAD5YMS7-F1-model_v6.cif,
A0AAJ8M2S8,PIF1,Cryptococcus depauperatus CBS 7841,1295531,Agaricomycotina,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus,610,unreviewed,AFDB,6,74.81,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0AAJ8M2S8-F1-model_v6.cif,
A0AAW0YQW8,PIF1,Kwoniella newhampshirensis,1651941,Agaricomycotina,Tremellomycetes,Tremellales,Cryptococcaceae,Kwoniella,636,unreviewed,AFDB,6,77.38,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0AAW0YQW8-F1-model_v6.cif,
A0ABP1DQU6,PIF1,Somion occarium,3059160,Agaricomycotina,Agaricomycetes,Polyporales,Cerrenaceae,Somion,515,unreviewed,MISSING_predict_with_AF3,,,,,
A0ABP1DT00,PIF1,Somion occarium,3059160,Agaricomycotina,Agaricomycetes,Polyporales,Cerrenaceae,Somion,577,unreviewed,MISSING_predict_with_AF3,,,,,
A0ABR3BM64,PIF1,Cryptococcus tetragattii IND107,1296105,Agaricomycotina,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus,691,unreviewed,MISSING_predict_with_AF3,,,,,
A0ABR5BLN6,PIF1,Cryptococcus gattii EJB2,1296103,Agaricomycotina,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus,691,unreviewed,MISSING_predict_with_AF3,,,,,
A0ABZ2B030,PIF1,Cryptococcus decagattii,1859122,Agaricomycotina,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus,691,unreviewed,MISSING_predict_with_AF3,,,,,
E6R3E7,PIF1,Cryptococcus gattii serotype B (strain WM276 / ATCC MYA-4071) (Filobasidiella gattii) (Cryptococcus bacillisporus),367775,Agaricomycotina,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus,669,unreviewed,AFDB,6,71.62,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-E6R3E7-F1-model_v6.cif,
G7DW84,Mo01427,Mixia osmundae (strain CBS 9802 / IAM 14324 / JCM 22182 / KY 12970),764103,Pucciniomycotina,Mixiomycetes,Mixiales,Mixiaceae,Mixia,702,unreviewed,AFDB,6,65.81,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-G7DW84-F1-model_v6.cif,
J4I8G7,PIF1,Fibroporia radiculosa,599839,Agaricomycotina,Agaricomycetes,Polyporales,Fibroporiaceae,Fibroporia,572,unreviewed,AFDB,6,74.62,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-J4I8G7-F1-model_v6.cif,
K1WDM8,PIF1,Trichosporon asahii var. asahii (strain CBS 8904) (Yeast),1220162,Agaricomycotina,Tremellomycetes,Trichosporonales,Trichosporonaceae,Trichosporon,634,unreviewed,AFDB,6,69.88,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-K1WDM8-F1-model_v6.cif,
Q5KKJ1,PIF1,Cryptococcus deneoformans (strain JEC21 / ATCC MYA-565) (Cryptococcus neoformans var. neoformans serotype D),214684,Agaricomycotina,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus,669,unreviewed,AFDB,6,71.75,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-Q5KKJ1-F1-model_v6.cif,
V2XGD7,PIF1,Moniliophthora roreri (strain MCA 2997) (Cocoa frosty pod rot fungus) (Crinipellis roreri),1381753,Agaricomycotina,Agaricomycetes,Agaricales,Marasmiaceae,Moniliophthora,641,unreviewed,AFDB,6,69.94,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-V2XGD7-F1-model_v6.cif,
A0A0K6G754,PIF1,Rhizoctonia solani,456999,Agaricomycotina,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Rhizoctonia,1132,unreviewed,MISSING_predict_with_AF3,,,,,
A0A4S4MSG5,PIF1,Antrodiella citrinella,2447956,Agaricomycotina,Agaricomycetes,Polyporales,Steccherinaceae,Antrodiella,610,unreviewed,AFDB,6,79.75,True,/Users/spencergray/Desktop/pif1-foldtree/data/structures/afdb/AF-A0A4S4MSG5-F1-model_v6.cif,
A0ACB7IKH0,PIF1,Pleurotus cornucopiae (Cornucopia mushroom),5321,Agaricomycotina,Agaricomycetes,Agaricales,Pleurotaceae,Pleurotus,582,unreviewed,MISSING_predict_with_AF3,,,,,
